
[0, 0]
[0.02, 0]
[0.06553907, 0]
[0.08210667, 0]
[0.09867366, 0]
[0.1152403, 0]
[0.131807, 0]
[0.1483737, 0]
[0.1733453, 0]
[0.1899132, 0]
[0.2064799, 0]
[0.2230466, 0]
[0.2396135, 0]
[0.2561802, 0]
[0.2727466, 0]
[0.2727466, 2]
[0.2893133, 0]
[0.3058802, 0]
[0.3224463, 0]
[0.3390136, 0]
[0.3555802, 0]
[0.3721466, 0]
[0.3887133, 0]
[0.40528, 0]
[0.4218469, 0]
[0.4384133, 0]
[0.45498, 0]
[0.4715466, 0]
[0.4881133, 0]
[0.50468, 0]
[0.5212467, 0]
[0.5378134, 0]
[0.5543803, 0]
[0.5709467, 0]
[0.587513, 0]
[0.60408, 0]
[0.6206467, 0]
[0.6473851, 0]
[0.6639531, 0]
[0.6805198, 0]
[0.697087, 0]
[0.7136528, 0]
[0.7302201, 0]
[0.7467864, 0]
[0.7633531, 0]
[0.7799197, 0]
[0.7964867, 0]
[0.8130528, 0]
[0.8296201, 0]
[0.8461865, 0]
[0.8627537, 0]
[0.8793201, 0]
[0.8966061, 0]
[0.9124535, 0]
[0.9290202, 0]
[0.9455868, 0]
[0.9621532, 0]
[0.9787202, 0]
[0.9952868, 0]
[1.011853, 0]
[1.02842, 0]
[1.044987, 0]
[1.061553, 0]
[1.07812, 0]
[1.094687, 0]
[1.111253, 0]
[1.12782, 0]
[1.144387, 0]
[1.160953, 0]
[1.17752, 0]
[1.194087, 0]
[1.210654, 0]
[1.22722, 0]
[1.243786, 0]
[1.260353, 0]
[1.27692, 0]
[1.293488, 0]
[1.310053, 0]
[1.32662, 0]
[1.343187, 0]
[1.359753, 0]
[1.37632, 0]
[1.392887, 0]
[1.409453, 0]
[1.42602, 0]
[1.442587, 0]
[1.459153, 0]
[1.47572, 0]
[1.492287, 0]
[1.508853, 0]
[1.525419, 0]
[1.541986, 0]
[1.558553, 0]
[1.575119, 0]
[1.591686, 0]
[1.608253, 0]
[1.62482, 0]
[1.641387, 0]
[1.657953, 0]
[1.67452, 0]
[1.691087, 0]
[1.707653, 0]
[1.729313, 0]
[1.745881, 0]
[1.762448, 0]
[1.779014, 0]
[1.795581, 0]
[1.812147, 0]
[1.828714, 0]
[1.845281, 0]
